role,session,predictor,duration_s,crse,cae,bucket
test,S-A5,constant_velocity_dr,10.0,12.907439194438092,1.3034828252918302,15-25
test,S-A5,constant_velocity_dr,10.0,45.56106294197397,43.66602224339866,5-15
test,S-A5,constant_velocity_dr,10.0,10.2731607946001,9.5804052734941,5-15
test,S-A5,constant_velocity_dr,10.0,10.357498669394257,-10.50450731069121,5-15
test,S-A5,constant_velocity_dr,10.0,30.84378207277849,-29.449409401427076,5-15
test,S-A5,constant_velocity_dr,10.0,17.586875824387064,-17.0673404235964,15-25
test,S-A5,constant_velocity_dr,10.0,26.17965120657223,24.07323386044467,5-15
test,S-A5,constant_velocity_dr,10.0,14.50671007978906,11.778724799414253,5-15
test,S-A5,constant_velocity_dr,10.0,7.503957601420334,4.267469434364665,5-15
test,S-A5,constant_velocity_dr,10.0,9.186312772407476,-8.499031778233103,5-15
test,S-A5,constant_velocity_dr,10.0,44.39345844396102,44.190418137832815,5-15
test,S-A5,constant_velocity_dr,10.0,3.621637798119679,3.408846144495566,5-15
test,S-A5,constant_velocity_dr,10.0,12.74084093082026,-12.836548293500098,5-15
test,S-A5,constant_velocity_dr,10.0,23.086116469790284,22.851027939364606,0-5
test,S-A5,constant_velocity_dr,10.0,18.90538670514175,-18.96775260554153,5-15
test,S-A5,constant_velocity_dr,10.0,16.52267813338264,-16.623251696716814,5-15
test,S-A5,constant_velocity_dr,10.0,8.423325900719613,-8.424547689977798,5-15
test,S-A5,constant_velocity_dr,10.0,7.294478236310433,-7.319302126195787,5-15
test,S-A5,constant_velocity_dr,10.0,5.953437243209182,5.410267599901882,5-15
test,S-A5,constant_velocity_dr,10.0,5.50202298433571,-5.025532194641968,5-15
test,S-A5,constant_velocity_dr,10.0,3.844801710551005,3.7421940539239866,5-15
test,S-A5,constant_velocity_dr,10.0,17.79090320555363,17.462250761060478,5-15
test,S-A5,constant_velocity_dr,10.0,16.814318019885008,-16.825391334878717,5-15
test,S-A5,constant_velocity_dr,10.0,16.778173920788806,-16.650387981515543,5-15
test,S-A5,constant_velocity_dr,10.0,7.1145037717777235,6.2167543244518875,5-15
test,S-A5,constant_velocity_dr,10.0,5.2943401804935535,4.129572214227753,5-15
test,S-A5,constant_velocity_dr,10.0,6.257749787270656,-6.131665674029261,5-15
test,S-A5,constant_velocity_dr,10.0,15.32408692557014,-15.005033967104103,5-15
test,S-A5,constant_velocity_dr,10.0,15.18544045709371,-13.152920769494541,15-25
test,S-A5,constant_velocity_dr,10.0,10.210141165631615,-5.978698250838514,15-25
test,S-A5,constant_velocity_dr,10.0,10.281230447314686,-7.6887720644748505,15-25
test,S-A5,constant_velocity_dr,10.0,15.033056149114776,-8.381425289142964,15-25
test,S-A5,constant_velocity_dr,10.0,6.261292651117808,-6.268001986504473,15-25
test,S-A5,constant_velocity_dr,10.0,27.513042977704856,23.722871865571143,15-25
test,S-A5,constant_velocity_dr,10.0,12.878199756492295,11.512197738428535,5-15
test,S-A5,constant_velocity_dr,10.0,24.495699754151865,23.478560310679295,5-15
test,S-A5,constant_velocity_dr,10.0,16.710415249533668,-16.583509220862467,5-15
test,S-A5,constant_velocity_dr,10.0,6.722130019006903,0.5534091907802274,5-15
test,S-A5,constant_velocity_dr,10.0,7.874912991744827,1.3527540943456948,5-15
test,S-A5,constant_velocity_dr,10.0,14.339516360680966,-12.970917399477573,15-25
test,S-A5,constant_velocity_dr,10.0,13.604283597285603,-8.24941625907578,15-25
test,S-A5,constant_velocity_dr,10.0,12.957535526002914,-5.6230379019333885,15-25
test,S-A5,constant_velocity_dr,10.0,4.746052656617326,-3.8752402763530363,15-25
test,S-A5,constant_velocity_dr,10.0,38.22451967439406,37.81080744021728,5-15
test,S-A5,constant_velocity_dr,10.0,9.420697343595018,6.221203576218381,5-15
test,S-A5,constant_velocity_dr,10.0,6.848587791681533,-6.9541845723422195,5-15
test,S-A5,constant_velocity_dr,10.0,10.864638818059653,-10.914376180971926,5-15
test,S-A5,constant_velocity_dr,10.0,3.588730280677603,-2.9632916227190442,5-15
test,S-A5,constant_velocity_dr,10.0,40.046091502833946,39.447374767381135,5-15
