role,session,predictor,duration_s,crse_m,final_pos_err_m,aeps_m,true_distance_m
test,S-A5,ins_dr,10.0,17.22131182016565,17.22131182016565,1.67834005715233,135.52009412360138
test,S-A5,ins_dr,10.0,29.389824348889345,29.389824348889345,2.9376667527977744,174.58784163278895
test,S-A5,ins_dr,10.0,9.407312606355305,9.407312606355305,1.5564464822316828,145.9304834876198
test,S-A5,ins_dr,10.0,24.188460674177804,24.188460674177804,2.644222018839476,154.3404714138661
test,S-A5,ins_dr,10.0,19.766455560685326,19.766455560685326,1.9718452684277754,167.4697325215648
test,S-A5,ins_dr,10.0,16.552665001081802,16.552665001081802,1.6715304472928973,180.86588360018794
test,S-A5,ins_dr,10.0,21.781093315519325,21.781093315519325,2.056781741637752,189.26959142376774
test,S-A5,ins_dr,10.0,20.018250757851867,20.018250757851867,1.83654456200981,189.46377694122478
test,S-A5,ins_dr,10.0,13.193958093856244,13.193958093856244,2.264550926876537,158.83278218900566
test,S-A5,ins_dr,10.0,8.675593795764774,8.675593795764774,1.0397626064391488,96.91180754896828
test,S-A5,ins_dr,10.0,2.21760110654063,2.21760110654063,1.1265556420008,79.50079497406259
test,S-A5,ins_dr,10.0,18.939813557754363,18.939813557754363,1.8961945172837282,100.0346459312878
test,S-A5,ins_dr,10.0,6.113732004451291,6.113732004451291,0.9031509422977303,104.257611086662
test,S-A5,ins_dr,10.0,35.03670383657822,35.03670383657822,3.470191783159155,135.88003339798968
test,S-A5,ins_dr,10.0,49.461141097683104,49.461141097683104,4.908238511227116,62.61122662043132
test,S-A5,ins_dr,10.0,10.425981100668464,10.425981100668464,1.3347110451044326,68.7827960939969
test,S-A5,ins_dr,10.0,7.70372462847898,7.70372462847898,0.7193126964225345,81.30502828070144
test,S-A5,ins_dr,10.0,2.1780582312114283,2.1780582312114283,0.47644682793329896,63.154344530206146
test,S-A5,ins_dr,10.0,4.8637795833825646,4.8637795833825646,0.9629786441180894,56.93163297667031
test,S-A5,ins_dr,10.0,14.352006856334521,14.352006856334521,1.5128134095148416,78.0875226285235
test,S-A5,ins_dr,10.0,1.9787577787372022,1.9787577787372022,5.247058866771653,81.96973173276052
