session,predictor,duration_s,t0,crse_m,cae_m,abs_cae_m,aeps_m,final_pos_err_m,max_pos_err_m,true_distance_m
S-A6,viterbi_matched_graph_ins_dr,10.0,420.139,27.974830593892598,-28.62082024769142,28.62082024769142,3.055982729427322,27.974830593892598,27.974830593892598,239.43483028430336
S-A6,viterbi_matched_graph_ins_dr,10.0,430.139,24.18606505296751,-24.159237127221566,24.159237127221566,2.9146654997926724,24.18606505296751,24.18606505296751,245.6412295619456
S-A6,viterbi_matched_graph_ins_dr,10.0,440.139,27.15185850786909,-27.17439225102128,27.17439225102128,2.717439225102128,27.15185850786909,27.15185850786909,246.49776960116182
S-A6,viterbi_matched_graph_ins_dr,10.0,450.139,28.504227026051108,-28.657856241915322,28.657856241915322,3.1016165400556157,28.504227026051108,28.504227026051108,246.9755486902678
S-A6,viterbi_matched_graph_ins_dr,10.0,460.139,25.20835326994107,-25.243897557980926,25.243897557980926,2.5243897557980928,25.20835326994107,25.20835326994107,247.49811984388603
S-A6,viterbi_matched_graph_ins_dr,10.0,470.139,31.77585286820518,-31.756359551852007,31.756359551852007,3.175635955185201,31.77585286820518,31.77585286820518,261.95828379197883
S-A6,viterbi_matched_graph_ins_dr,10.0,480.139,16.837020500840758,-17.052748164298453,17.052748164298453,1.840077625200119,16.837020500840758,19.001147224700404,247.69901374824053
S-A6,viterbi_matched_graph_ins_dr,10.0,490.139,36.93600701909157,-38.51574420156325,38.51574420156325,3.851574420156325,36.93600701909157,36.93600701909157,260.51757124809706
S-A6,viterbi_matched_graph_ins_dr,10.0,500.139,22.29348500775878,-22.095815252303478,22.095815252303478,2.2095815252303477,22.29348500775878,22.29348500775878,254.03126992033924
S-A6,viterbi_matched_graph_ins_dr,10.0,510.139,29.07201014377807,-32.34714315166454,32.34714315166454,3.463430189383982,29.07201014377807,30.135913913921335,264.2298319292002
S-A6,viterbi_matched_graph_ins_dr,10.0,520.139,23.88125621875934,-24.959102740965264,24.959102740965264,2.8622930486900606,23.88125621875934,23.88125621875934,255.55292354383408
S-A6,viterbi_matched_graph_ins_dr,10.0,530.139,21.94897564674467,-26.903266466835653,26.903266466835653,2.7186293273460236,21.94897564674467,21.94897564674467,263.57214551257476
S-A6,viterbi_matched_graph_ins_dr,10.0,540.139,17.466755973684535,-17.72613155967399,17.72613155967399,3.4562376125694656,17.466755973684535,17.466755973684535,247.94803729455978
S-A6,viterbi_matched_graph_ins_dr,10.0,550.139,28.786170731110683,-29.031325989039946,29.031325989039946,2.9031325989039947,28.786170731110683,28.786170731110683,252.87263581729428
S-A6,viterbi_matched_graph_ins_dr,10.0,560.139,17.6520294024856,-17.848830960779726,17.848830960779726,1.9286379977107881,17.6520294024856,17.797701350862404,249.82399245932868
S-A6,viterbi_matched_graph_ins_dr,10.0,570.139,12.959699403380613,-12.873962334618113,12.873962334618113,2.2001171204052277,12.959699403380613,12.959699403380613,243.0812796411449
S-A6,viterbi_matched_graph_ins_dr,10.0,580.139,38.261133382545744,-37.8317148138907,37.8317148138907,3.78317148138907,38.261133382545744,38.261133382545744,260.6690979080777
S-A6,viterbi_matched_graph_ins_dr,10.0,590.139,29.786279428632476,-29.981040128368043,29.981040128368043,3.1636061104349453,29.786279428632476,30.618168694377434,261.113985502741
S-A6,viterbi_matched_graph_ins_dr,10.0,600.139,27.39555930257254,-28.046061078910164,28.046061078910164,2.8046061078910163,27.39555930257254,27.39555930257254,258.69044922016184
S-A6,viterbi_matched_graph_ins_dr,10.0,610.139,26.455685243972415,-26.620189998810652,26.620189998810652,2.6620189998810653,26.455685243972415,26.455685243972415,256.8483116222391
S-A6,viterbi_matched_graph_ins_dr,10.0,620.139,27.299328892612753,-27.47443081211658,27.47443081211658,7.323339261484614,27.299328892612753,27.299328892612753,257.0466061678533
S-A6,viterbi_matched_graph_ins_dr,10.0,630.139,27.013386074972356,-26.989740939608676,26.989740939608676,2.6989740939608677,27.013386074972356,27.013386074972356,254.0089133467752
S-A6,viterbi_matched_graph_ins_dr,10.0,640.139,21.962878346152674,-21.994954897184424,21.994954897184424,2.1994954897184424,21.962878346152674,21.962878346152674,249.607493356674
S-A6,viterbi_matched_graph_ins_dr,10.0,650.139,15.732677742507006,-15.82621596103289,15.82621596103289,2.5772329731892216,15.732677742507006,17.721352499656387,240.13720997890687
S-A6,viterbi_matched_graph_ins_dr,10.0,660.139,37.6603774229372,-37.71153036197393,37.71153036197393,3.7711530361973926,37.6603774229372,37.6603774229372,254.59660605671948
S-A6,viterbi_matched_graph_ins_dr,10.0,670.139,21.815274616083066,-21.65604209291791,21.65604209291791,2.165604209291791,21.815274616083066,21.815274616083066,254.32519589812344
S-A6,viterbi_matched_graph_ins_dr,10.0,680.139,27.46993752730994,-27.31578186337235,27.31578186337235,2.7315781863372353,27.46993752730994,27.46993752730994,255.43984800202875
S-A6,viterbi_matched_graph_ins_dr,10.0,690.139,42.08206033507685,-42.51975708976083,42.51975708976083,4.251975708976083,42.08206033507685,42.08206033507685,271.571801867494
S-A6,viterbi_matched_graph_ins_dr,10.0,700.139,20.74938789813455,-22.319023503683066,22.319023503683066,3.1302148888185064,20.74938789813455,20.74938789813455,266.0728031811465
S-A6,viterbi_matched_graph_ins_dr,10.0,710.139,11.612064796202933,-11.700720039050879,11.700720039050879,1.552074529817864,11.612064796202933,11.612064796202933,250.11515215001333
S-A6,viterbi_matched_graph_ins_dr,10.0,720.139,26.527922836524915,-26.5137689078791,26.5137689078791,2.65137689078791,26.527922836524915,26.527922836524915,254.4665078561624
S-A6,viterbi_matched_graph_ins_dr,10.0,730.139,27.297765461126822,-27.553132386368784,27.553132386368784,2.7553132386368784,27.297765461126822,27.297765461126822,255.6951325781455
S-A6,viterbi_matched_graph_ins_dr,10.0,740.139,33.09632445047908,-33.18013683521305,33.18013683521305,3.318013683521305,33.09632445047908,33.09632445047908,255.956011855248
S-A6,viterbi_matched_graph_ins_dr,10.0,750.139,17.022829553771064,-18.312400556863714,18.312400556863714,3.2631233396674624,17.022829553771064,17.022829553771064,252.15576210101736
S-A6,viterbi_matched_graph_ins_dr,10.0,760.139,26.376584127118697,-27.536937273979905,27.536937273979905,3.2462811847936424,26.376584127118697,26.376584127118697,256.48117111686975
S-A6,viterbi_matched_graph_ins_dr,10.0,770.139,36.78854985236078,-37.510960890501494,37.510960890501494,3.7510960890501495,36.78854985236078,36.78854985236078,265.0485643724002
S-A6,viterbi_matched_graph_ins_dr,10.0,780.139,24.966195048229686,-24.112676097638403,24.112676097638403,2.4112676097638404,24.966195048229686,24.966195048229686,252.19179774520939
S-A6,viterbi_matched_graph_ins_dr,10.0,790.139,33.16571740721713,-32.68464491830419,32.68464491830419,3.268464491830419,33.16571740721713,33.16571740721713,259.8843280005821
S-A6,viterbi_matched_graph_ins_dr,10.0,800.139,13.996028970415239,-12.97004270331037,12.97004270331037,1.297004270331037,13.996028970415239,13.996028970415239,242.01673413776632
S-A6,viterbi_matched_graph_ins_dr,10.0,810.139,34.98263679068797,-34.94137996498756,34.94137996498756,3.4941379964987562,34.98263679068797,34.98263679068797,253.32924458374356
S-A6,viterbi_matched_graph_ins_dr,10.0,820.139,17.676146739696673,-17.69260624916367,17.69260624916367,1.7692606249163672,17.676146739696673,17.676146739696673,250.90857393380122
S-A6,viterbi_matched_graph_ins_dr,10.0,830.139,20.937957296780777,-21.008817205368448,21.008817205368448,2.1008817205368446,20.937957296780777,20.937957296780777,243.3024094462655
S-A6,viterbi_matched_graph_ins_dr,10.0,840.139,30.105713475233287,-30.201178498933363,30.201178498933363,3.020117849893336,30.105713475233287,30.105713475233287,247.61973578976819
S-A6,viterbi_matched_graph_ins_dr,10.0,850.139,21.739177945344935,-21.859572060567437,21.859572060567437,2.279228115617763,21.739177945344935,21.867655014767983,239.53071379948636
S-A6,viterbi_matched_graph_ins_dr,10.0,860.139,30.79938545059939,-30.903435520628854,30.903435520628854,3.0903435520628855,30.79938545059939,30.79938545059939,245.50427638353383
