cae,aeps,crse_scalar,n_seconds,crse,session,t0,duration,predictor,final_position_error_m,max_position_error_m,true_distance_m,start_speed_ms,scenario
-21.560636523358895,2.1560636523358894,21.560636523358895,10,24.980052396079373,V-Vfb02e,69851.4,10.0,ins_dr,24.980052396079373,24.980052396079373,164.1094250505485,15.1,quick_acceleration_change
-7.876534383273668,0.7876534383273668,7.876534383273668,10,27.36130257460573,V-Vfb02e,69861.4,10.0,ins_dr,27.36130257460573,27.36130257460573,162.4439600666034,17.7,quick_acceleration_change
-4.06972915231529,0.406972915231529,4.06972915231529,10,18.46037018371829,V-vta12,43535.1,10.0,ins_dr,18.46037018371829,18.46037018371829,144.2212631898652,17.369444444444447,quick_acceleration_change
-3.832103911325122,0.3965376475158388,3.965376475158388,10,17.62160486476264,V-vta12,43545.1,10.0,ins_dr,17.62160486476264,17.62160486476264,152.2921193329886,16.697222222222223,quick_acceleration_change
-9.07011499680766,0.9551666548246125,9.551666548246125,10,54.41520712018046,V-vta12,43555.1,10.0,ins_dr,54.41520712018046,54.41520712018046,192.22212632519327,18.2,quick_acceleration_change
-11.382712138225138,1.1382712138225137,11.382712138225138,10,20.452533558012373,V-vta12,43565.1,10.0,ins_dr,20.452533558012373,20.452533558012373,181.99408418034835,16.275000000000002,quick_acceleration_change
-22.48602618210307,2.248602618210307,22.48602618210307,10,36.67163299739841,V-vta12,43575.1,10.0,ins_dr,36.67163299739841,36.67163299739841,214.58201453519357,21.2,quick_acceleration_change
-17.81829134936038,1.781829134936038,17.81829134936038,10,18.572145728236855,V-vta12,43585.1,10.0,ins_dr,18.572145728236855,18.572145728236855,221.48248849232704,22.711108333333335,quick_acceleration_change
-19.07664199470323,1.907664199470323,19.07664199470323,10,19.122644955002894,V-Vw16b,63736.2,10.0,ins_dr,19.122644955002894,19.122644955002894,226.16518152163607,21.802777777777777,hard_brake
-25.535320557043907,2.5535320557043906,25.535320557043907,10,25.681939093769067,V-Vw16b,63746.2,10.0,ins_dr,25.681939093769067,25.681939093769067,231.14106081419237,22.752777777777776,hard_brake
-29.64913868293715,2.964913868293715,29.64913868293715,10,29.838781066614725,V-Vw16b,63756.2,10.0,ins_dr,29.838781066614725,29.838781066614725,233.33364987952083,23.005555555555556,hard_brake
-22.272759424007642,2.227275942400764,22.272759424007642,10,22.282531649062342,V-Vw16b,63766.2,10.0,ins_dr,22.282531649062342,22.282531649062342,204.94209393836405,22.07777777777778,hard_brake
-15.924670765776762,1.5924670765776763,15.924670765776762,10,16.658891960837998,V-Vw16b,63776.2,10.0,ins_dr,16.658891960837998,16.658891960837998,158.34569066256725,18.977777777777778,hard_brake
-7.19556597683513,0.760920488216852,7.60920488216852,10,10.887705770194025,V-Vw16b,63786.2,10.0,ins_dr,10.887705770194025,13.298736790831875,47.39686296131024,11.180555555555555,hard_brake
-13.500003572852775,1.3500003572852775,13.500003572852775,10,50.029203839991474,V-Vw16b,63796.2,10.0,ins_dr,50.029203839991474,50.029203839991474,133.3679206735492,9.391666666666667,hard_brake
-12.881111917453818,1.2881111917453818,12.881111917453818,10,13.098318037540865,V-Vw16b,63806.2,10.0,ins_dr,13.098318037540865,13.098318037540865,163.72966430169464,14.533333333333333,hard_brake
-3.0224919670935186,0.7827253055452548,7.827253055452548,10,3.0239624460627037,V-Vw16b,63816.2,10.0,ins_dr,3.0239624460627037,5.4562722333413465,140.9748581886278,17.444444444444443,hard_brake
-1.8041432112889932,0.7538997580106,7.538997580106001,10,2.3778546919006107,V-Vw16b,63826.2,10.0,ins_dr,2.3778546919006107,4.671021258799529,149.09911393907197,13.969444444444445,hard_brake
-14.426534758137596,1.4426534758137595,14.426534758137596,10,14.451480553688803,V-Vw16b,63836.2,10.0,ins_dr,14.451480553688803,14.451480553688803,157.01128891130142,16.619444444444444,hard_brake
-20.706833167012807,2.0706833167012806,20.706833167012807,10,20.743328907202265,V-Vw17,63853.1,10.0,ins_dr,20.743328907202265,20.743328907202265,174.81630680327856,20.119444444444447,hard_brake
-20.807900629279757,2.0807900629279756,20.807900629279757,10,20.82337774829436,V-Vw17,63863.1,10.0,ins_dr,20.82337774829436,20.82337774829436,174.3869086276029,17.530555555555555,hard_brake
-3.2857986456944577,0.9296829149362293,9.296829149362294,10,6.656133649749652,V-Vw17,63873.1,10.0,ins_dr,6.656133649749652,6.656133649749652,157.26349748001468,16.191666666666666,hard_brake
-18.195838938966062,1.8195838938966062,18.195838938966062,10,18.219779626388846,V-vta9,43283.1,10.0,ins_dr,18.219779626388846,18.219779626388846,183.75198848075692,14.116666666666667,hard_brake
-12.18861586633826,1.218861586633826,12.18861586633826,10,15.494526416195825,V-Vw6,56914.2,10.0,ins_dr,15.494526416195825,15.494526416195825,79.75209939105073,7.872222222222223,sharp_cornering
-13.302766504021768,1.3302766504021768,13.302766504021768,10,82.1441310879243,V-Vw6,56924.2,10.0,ins_dr,82.1441310879243,82.1441310879243,83.01767045955846,7.986111111111112,sharp_cornering
-6.701159558497706,0.6701159558497707,6.701159558497706,10,6.716762936018339,V-Vw6,56934.2,10.0,ins_dr,6.716762936018339,6.716762936018339,94.6928966686011,7.858333333333333,sharp_cornering
-18.733375825294086,1.8733375825294085,18.733375825294086,10,18.7390278761895,V-Vw6,56944.2,10.0,ins_dr,18.7390278761895,18.7390278761895,106.52630485930035,10.855555555555556,sharp_cornering
-10.967620770606695,1.0967620770606694,10.967620770606695,10,84.45143826335139,V-Vw6,56954.2,10.0,ins_dr,84.45143826335139,84.45143826335139,78.11420213865598,10.527777777777779,sharp_cornering
-6.7892032533268925,0.6789203253326892,6.7892032533268925,10,9.72281167331552,V-Vw6,56964.2,10.0,ins_dr,9.72281167331552,9.72281167331552,92.60480911423943,9.105555555555556,sharp_cornering
-17.91653725587927,1.791653725587927,17.91653725587927,10,57.694706906488086,V-Vw6,56974.2,10.0,ins_dr,57.694706906488086,57.76297462330342,83.77707983560093,8.83611111111111,sharp_cornering
-2.2088638586897176,0.46133608415303407,4.613360841530341,10,34.44193682084312,V-Vw6,56984.2,10.0,ins_dr,34.44193682084312,34.44193682084312,70.26519277733856,8.252777777777778,sharp_cornering
-3.2051221235886125,0.32502597640406294,3.2502597640406297,10,16.469927613701397,V-Vw6,56994.2,10.0,ins_dr,16.469927613701397,16.469927613701397,87.73491925085165,6.769444444444445,sharp_cornering
1.903805509578783,0.7516066208915737,7.516066208915737,10,8.346961771438844,V-Vw6,57004.2,10.0,ins_dr,8.346961771438844,8.346961771438844,98.91353607401328,11.225,sharp_cornering
-1.8510924901757697,0.3458025282461367,3.4580252824613673,10,14.678545487961447,V-Vw6,57014.2,10.0,ins_dr,14.678545487961447,14.678545487961447,96.40741290242246,10.652777777777779,sharp_cornering
-1.0128082072506075,0.4900982177512326,4.900982177512326,10,39.179859351319266,V-Vw7,57476.8,10.0,ins_dr,39.179859351319266,39.179859351319266,79.9495963314411,10.147222222222222,sharp_cornering
-11.791864946333964,1.1791864946333965,11.791864946333964,10,14.751484105651874,V-Vw7,57486.8,10.0,ins_dr,14.751484105651874,14.751484105651874,95.0740588893278,8.986111111111112,sharp_cornering
3.5900215596928042,0.692225703794584,6.92225703794584,10,71.06079714412982,V-Vw7,57496.8,10.0,ins_dr,71.06079714412982,71.06079714412982,75.2064951217964,10.277777777777779,sharp_cornering
48.69854651084798,4.888686120765144,48.88686120765144,10,49.812386762753654,V-Vw7,57506.8,10.0,ins_dr,49.812386762753654,49.812386762753654,46.070805194016934,8.575000000000001,sharp_cornering
3.558088560204345,0.6724908426206122,6.724908426206122,10,3.736025923682798,V-Vw7,57526.8,10.0,ins_dr,3.736025923682798,3.736025923682798,87.6042007044455,7.9,sharp_cornering
12.627885516658242,1.5210489260778246,15.210489260778246,10,23.512594712518425,V-Vw7,57536.8,10.0,ins_dr,23.512594712518425,23.512594712518425,51.51292788537935,9.661111111111111,sharp_cornering
-22.8190005551892,2.28190005551892,22.8190005551892,10,19.77014706190155,V-Vw7,57556.8,10.0,ins_dr,19.77014706190155,19.77014706190155,53.998725157829796,6.825,sharp_cornering
-32.736354266535216,3.2736354266535215,32.736354266535216,10,33.2104261556146,V-Vw7,57566.8,10.0,ins_dr,33.2104261556146,33.2104261556146,106.33578262125805,8.705555555555556,sharp_cornering
-38.44285485128559,3.844285485128559,38.44285485128559,10,39.416812591734576,V-Vw7,57576.8,10.0,ins_dr,39.416812591734576,39.416812591734576,83.9211396468789,11.575000000000001,sharp_cornering
46.45136262144454,4.6717118212335444,46.71711821233544,10,47.78507629757544,V-Vw7,57586.8,10.0,ins_dr,47.78507629757544,47.78507629757544,55.100676901643986,7.736111111111112,sharp_cornering
-44.16460780389354,4.416460780389354,44.16460780389354,10,44.955669600822716,V-Vw7,57606.8,10.0,ins_dr,44.955669600822716,44.955669600822716,75.02883485209976,11.041666666666668,sharp_cornering
0.9184234121974217,0.26783807728965153,2.6783807728965154,10,28.083435676448055,V-Vw7,57616.8,10.0,ins_dr,28.083435676448055,32.46038430420979,87.73327616285397,9.433333333333334,sharp_cornering
-45.044240653749775,4.504424065374978,45.044240653749775,10,84.0475568627905,V-Vw7,57626.8,10.0,ins_dr,84.0475568627905,84.0475568627905,75.48685828521528,6.719444444444445,sharp_cornering
-21.918762195837274,2.1918762195837274,21.918762195837274,10,35.03521029918449,V-Vw8,57650.0,10.0,ins_dr,35.03521029918449,35.03521029918449,96.45837130867444,9.20277777777778,sharp_cornering
-11.580497033429904,1.1580497033429904,11.580497033429904,10,72.71953076554595,V-Vw8,57660.0,10.0,ins_dr,72.71953076554595,72.71953076554595,61.723589131927355,8.216666666666667,sharp_cornering
25.57040503338759,2.624844643754005,26.24844643754005,10,29.11901017983717,V-Vw8,57670.0,10.0,ins_dr,29.11901017983717,29.11901017983717,42.88789828310203,7.655555555555556,sharp_cornering
-12.883447685864391,1.288344768586439,12.883447685864391,10,16.71651362476418,V-Vw8,57690.0,10.0,ins_dr,16.71651362476418,16.71651362476418,83.12418036900944,9.522222222222222,sharp_cornering
-44.274149800709324,4.427414980070933,44.274149800709324,10,39.78613990844888,V-Vw8,57720.0,10.0,ins_dr,39.78613990844888,39.78613990844888,56.836448541349796,8.394444444444444,sharp_cornering
-53.8025806667736,5.38025806667736,53.8025806667736,10,53.862719220766465,V-Vw8,57730.0,10.0,ins_dr,53.862719220766465,53.862719220766465,99.65202330232664,8.958333333333334,sharp_cornering
-37.902520437231445,3.7902520437231444,37.902520437231445,10,35.936729920535285,V-Vw8,57740.0,10.0,ins_dr,35.936729920535285,35.936729920535285,64.91930828337011,10.658333333333333,sharp_cornering
32.82892617461666,3.299780728264646,32.99780728264646,10,32.869143303900906,V-Vw8,57750.0,10.0,ins_dr,32.869143303900906,32.869143303900906,51.60280071414588,7.0,sharp_cornering
-56.26410837963924,5.626410837963924,56.26410837963924,10,56.65493560273,V-Vw8,57770.0,10.0,ins_dr,56.65493560273,56.65493560273,109.11658032168359,9.16388888888889,sharp_cornering
-15.924378242160243,1.5924378242160242,15.924378242160243,10,37.92142349093214,V-Vw8,57780.0,10.0,ins_dr,37.92142349093214,37.92142349093214,95.71644107341811,12.475,sharp_cornering
-52.13053824508358,5.213053824508358,52.13053824508358,10,66.44109953787365,V-Vw8,57790.0,10.0,ins_dr,66.44109953787365,66.44109953787365,64.8828314697045,5.272222222222222,sharp_cornering
